Model,Context_Length,Strand,Log_Likelihood
fine_tuned,50000,+,-60.21587
fine_tuned,50000,+,-328.2866
fine_tuned,50000,+,-5221.317
fine_tuned,50000,+,-123.358
fine_tuned,50000,+,-50.08385
fine_tuned,50000,+,-9.605492
fine_tuned,50000,+,-0.8467329
fine_tuned,50000,+,-7.52345
fine_tuned,50000,+,-12542.48
fine_tuned,50000,+,-2.917718
fine_tuned,50000,+,-13.97582
fine_tuned,50000,+,-19.25852
fine_tuned,50000,+,-11.88059
fine_tuned,50000,+,-2.950895
fine_tuned,50000,+,-8.675554
fine_tuned,50000,+,-1.550762
fine_tuned,50000,+,-1.705744
fine_tuned,50000,+,-0.1606552
fine_tuned,50000,+,-7.463573
fine_tuned,50000,+,-96062.14
fine_tuned,50000,+,-2.835425
fine_tuned,50000,+,-62991.21
fine_tuned,50000,+,-4.70816
fine_tuned,50000,+,-11.93044
fine_tuned,50000,+,-0.5207286
fine_tuned,50000,+,-0.06672193
fine_tuned,50000,+,-444.9763
fine_tuned,50000,+,-6.019538
fine_tuned,50000,+,-146.196
fine_tuned,50000,+,-543.0196
fine_tuned,50000,+,-10.76477
fine_tuned,50000,+,-30.97247
fine_tuned,50000,+,-1379.259
fine_tuned,50000,+,-995502.3
fine_tuned,50000,+,-156.8008
fine_tuned,50000,+,-1120.196
fine_tuned,50000,+,-82522550000.0
fine_tuned,50000,+,-4884.338
fine_tuned,50000,+,-3.876738
fine_tuned,50000,+,-6154513000.0
fine_tuned,50000,+,-6.931846
fine_tuned,50000,+,-6.472368
fine_tuned,50000,+,-18.71054
fine_tuned,50000,+,-0.157772
fine_tuned,50000,+,-171.9559
fine_tuned,50000,+,-100.7731
fine_tuned,50000,+,-1.384713
fine_tuned,50000,+,-16482240.0
fine_tuned,50000,+,-51.02781
fine_tuned,50000,+,-5128.905
fine_tuned,50000,+,-5256832.0
fine_tuned,50000,+,-259.5813
fine_tuned,50000,+,-199.3427
fine_tuned,50000,+,-2862.845
fine_tuned,50000,+,-142.2192
fine_tuned,50000,+,-583.3119
fine_tuned,50000,-,-0.3284222
fine_tuned,50000,-,-2.662729
fine_tuned,50000,+,-8223.369
fine_tuned,50000,-,-8.782102
fine_tuned,50000,+,-3656.845
fine_tuned,50000,+,-40.32467
fine_tuned,50000,+,-43.01675
fine_tuned,50000,+,-138.8257
fine_tuned,50000,+,-2515.802
fine_tuned,50000,-,-27.50506
fine_tuned,50000,+,-482.729
fine_tuned,50000,-,-3.70622
fine_tuned,50000,+,-18.56903
fine_tuned,50000,+,-71.28269
fine_tuned,50000,+,-187.6955
fine_tuned,50000,+,-137.7904
fine_tuned,50000,+,-29767.22
fine_tuned,50000,+,-176.64
fine_tuned,50000,+,-1907.777
fine_tuned,50000,+,-1045.536
fine_tuned,50000,+,-42.05925
fine_tuned,50000,+,-9.30489
fine_tuned,50000,+,-12781.2
fine_tuned,50000,+,-5568847000000.0
fine_tuned,50000,+,-93.30074
fine_tuned,50000,+,-63.90196
fine_tuned,50000,+,-124.234
fine_tuned,50000,-,-1.91369
fine_tuned,50000,+,-1038.04
fine_tuned,50000,+,-4.031699
fine_tuned,50000,+,-4490531.0
fine_tuned,50000,+,-0.7399661
fine_tuned,50000,+,-0.1960058
fine_tuned,50000,+,-112.5762
fine_tuned,50000,+,-880.735
fine_tuned,50000,+,-580.3288
fine_tuned,50000,+,-116606500.0
fine_tuned,50000,-,-0.1694827
fine_tuned,50000,-,-667.8185
fine_tuned,50000,+,-8675.0
fine_tuned,50000,+,-3171694.0
fine_tuned,50000,-,-1.55331
fine_tuned,50000,-,-0.119057
fine_tuned,50000,+,-24518510.0
fine_tuned,50000,+,-4496.705
fine_tuned,50000,+,-6.4487
fine_tuned,50000,+,-42328.94
fine_tuned,50000,+,-10302.35
fine_tuned,50000,+,-111.0231
fine_tuned,50000,+,-347.1833
fine_tuned,50000,+,-25.77437
fine_tuned,50000,+,-13393960.0
fine_tuned,50000,+,-166.3057
fine_tuned,50000,+,-50.45305
fine_tuned,50000,+,-600.3688
fine_tuned,50000,+,-16284.59
fine_tuned,50000,+,-0.3265074
fine_tuned,50000,+,-0.1093375
fine_tuned,50000,-,-26269.92
fine_tuned,50000,-,-5.341942
fine_tuned,50000,+,-1.615539
fine_tuned,50000,+,-56.22223
fine_tuned,50000,+,-152.2067
fine_tuned,50000,-,-7889.432
fine_tuned,50000,-,-199.4761
fine_tuned,50000,-,-40826.65
fine_tuned,50000,-,-30.15586
fine_tuned,50000,+,-2448.68
fine_tuned,50000,+,-100.4503
fine_tuned,50000,+,-87.04473
fine_tuned,50000,+,-73390.78
fine_tuned,50000,+,-1572.994
fine_tuned,50000,+,-1447128000000.0
fine_tuned,50000,+,-8.626435
fine_tuned,50000,+,-766.0848
fine_tuned,50000,+,-15.93798
fine_tuned,50000,+,-29.07481
fine_tuned,50000,+,-0.3703932
fine_tuned,50000,+,-118.2261
fine_tuned,50000,+,-113.625
fine_tuned,50000,+,-430631.3
fine_tuned,50000,+,-6733.328
fine_tuned,50000,+,-742566200.0
fine_tuned,50000,+,-0.119715
fine_tuned,50000,+,-3989.892
fine_tuned,50000,+,-49.6638
fine_tuned,50000,+,-1664.305
fine_tuned,50000,+,-28.14539
fine_tuned,50000,+,-794.0289
fine_tuned,50000,+,-229.6845
fine_tuned,50000,+,-1277267.0
fine_tuned,50000,-,-1.662783
